,AUDUSD,BRLUSD,Bitcoin,Oil,EURUSD,GBPUSD,Gold,JPYUSD,ZARUSD,ASX50,Ibovespa,FTSE100,SP500,NIKKEI225,EUROSTOXX50,VIX,US_10Y,DE_10Y,UK_10Y,JP_10Y,AU_10Y,ZA_10Y
2015-01-05,0.8067768812179565,0.37158143520355225,274.4739990234375,50.040000915527344,1.194643259048462,1.5284910202026367,1203.9000244140625,0.008303303271532059,0.08526820689439774,5429.5,47517.0,6417.2001953125,2020.5799560546875,17408.7109375,3023.139892578125,19.920000076293945,2.04,0.39,1.589,0.275,2.622,7.4647619048
2015-01-06,0.8099789619445801,0.36994561553001404,286.1889953613281,47.93000030517578,1.193901538848877,1.5258322954177856,1219.300048828125,0.008373456075787544,0.0855044350028038,5346.2001953125,48001.0,6366.5,2002.6099853515625,16883.189453125,3023.139892578125,21.1200008392334,1.97,0.39,1.589,0.275,2.622,7.4647619048
2015-01-07,0.8080155253410339,0.37083736062049866,294.3370056152344,48.650001525878906,1.1875356435775757,1.5137982368469238,1210.5999755859375,0.008426517248153687,0.085324227809906,5334.5,49463.0,6419.7998046875,2025.9000244140625,16885.330078125,3026.7900390625,19.309999465942383,1.96,0.39,1.589,0.275,2.622,7.4647619048
2015-01-08,0.8075587749481201,0.37302297353744507,283.3489990234375,48.790000915527344,1.1836000680923462,1.5107566118240356,1208.4000244140625,0.008383002132177353,0.08556149899959564,5359.39990234375,49943.0,6570.0,2062.139892578125,17167.099609375,3135.080078125,17.010000228881836,2.03,0.39,1.589,0.275,2.622,7.4647619048
2015-01-09,0.8114249110221863,0.37598225474357605,290.4079895019531,48.36000061035156,1.1796069145202637,1.5087963342666626,1216.0,0.008347802795469761,0.08638748526573181,5440.10009765625,48840.0,6501.10009765625,2044.81005859375,17197.73046875,3042.89990234375,17.549999237060547,1.98,0.39,1.589,0.275,2.622,7.4647619048
2015-01-13,0.8150623440742493,0.3745037615299225,225.86099243164062,45.88999938964844,1.1831519603729248,1.5170363187789917,1234.300048828125,0.008451084606349468,0.08680404722690582,5382.10009765625,48042.0,6542.2001953125,2023.030029296875,17087.7109375,3133.860107421875,20.559999465942383,1.91,0.39,1.589,0.275,2.622,7.4647619048
2015-01-14,0.8173941373825073,0.3788452744483948,178.10299682617188,48.47999954223633,1.1778285503387451,1.5170363187789917,1234.4000244140625,0.00848932471126318,0.0870034247636795,5332.2001953125,47646.0,6388.5,2011.27001953125,16795.9609375,3089.669921875,21.479999542236328,1.86,0.39,1.589,0.275,2.622,7.4647619048
2015-01-15,0.8144648671150208,0.3828337490558624,209.843994140625,46.25,1.1785920858383179,1.5234380960464478,1264.699951171875,0.008518612943589687,0.08741586655378342,5310.60009765625,48026.0,6498.7998046875,1992.6700439453125,17108.69921875,3157.360107421875,22.389999389648438,1.77,0.39,1.589,0.275,2.622,7.4647619048
2015-01-16,0.8223684430122375,0.3789744973182678,208.0970001220703,48.689998626708984,1.1637378931045532,1.5181187391281128,1276.9000244140625,0.008611039258539677,0.08664295077323914,5278.7998046875,49017.0,6550.2998046875,2019.4200439453125,16864.16015625,3202.239990234375,20.950000762939453,1.83,0.39,1.589,0.275,2.622,7.4647619048
2015-01-20,0.8195378184318542,0.37762925028800964,211.31500244140625,46.38999938964844,1.1597968339920044,1.5090012550354004,1294.199951171875,0.008495310321450233,0.08601787686347961,5286.7998046875,47877.0,6620.10009765625,2022.550048828125,17366.30078125,3244.919921875,19.889999389648438,1.82,0.39,1.589,0.275,2.622,7.4647619048
2015-01-21,0.8165265321731567,0.38299500942230225,226.89700317382812,47.779998779296875,1.1546944379806519,1.5147384405136108,1293.699951171875,0.008428220637142658,0.08631419390439987,5367.39990234375,49224.0,6728.0,2032.1199951171875,17280.48046875,3269.72998046875,18.850000381469727,1.87,0.39,1.589,0.275,2.622,7.4647619048
2015-01-22,0.8101101517677307,0.3850448429584503,233.406005859375,46.310001373291016,1.1615345478057861,1.5144860744476318,1300.699951171875,0.008484642952680588,0.08692401647567749,5390.5,49443.0,6796.60009765625,2063.14990234375,17329.01953125,3322.64990234375,16.399999618530273,1.9,0.39,1.589,0.275,2.622,7.4647619048
2015-01-23,0.801988959312439,0.3889991044998169,232.87899780273438,45.59000015258789,1.1346745491027832,1.5013211965560913,1292.5999755859375,0.008420981466770172,0.0877293050289154,5468.2001953125,48775.0,6832.7998046875,2051.820068359375,17511.75,3382.550048828125,16.65999984741211,1.81,0.39,1.589,0.275,2.622,7.4647619048
2015-01-27,0.7922046780586243,0.38761192560195923,263.4750061035156,46.22999954223633,1.1247708797454834,1.5085458755493164,1291.699951171875,0.008437395095825195,0.08731947094202042,5511.5,48591.0,6811.60009765625,2029.550048828125,17768.30078125,3372.580078125,17.219999313354492,1.83,0.39,1.589,0.275,2.622,7.4647619048
2015-01-28,0.7921419143676758,0.38921108841896057,233.9149932861328,44.45000076293945,1.1367381811141968,1.5188103914260864,1285.9000244140625,0.008490766398608685,0.08641399443149567,5516.60009765625,47695.0,6825.89990234375,2002.1600341796875,17795.73046875,3358.9599609375,20.440000534057617,1.73,0.39,1.589,0.275,2.622,7.4647619048
2015-01-29,0.7892659902572632,0.3886362612247467,233.51300048828125,44.529998779296875,1.1281461715698242,1.5142338275909424,1254.5999755859375,0.008503980003297329,0.08643117547035217,5532.2001953125,47762.0,6810.60009765625,2021.25,17606.220703125,3371.830078125,18.760000228881836,1.77,0.39,1.589,0.275,2.622,7.4647619048
2015-01-30,0.7782101631164551,0.38458579778671265,226.4250030517578,48.2400016784668,1.13355553150177,1.5079090595245361,1278.5,0.008456802926957607,0.08664685487747192,5551.60009765625,46908.0,6749.39990234375,1994.989990234375,17674.390625,3351.43994140625,20.969999313354492,1.68,0.39,1.589,0.275,2.622,7.4647619048
2015-02-02,0.7782101631164551,0.3733014762401581,238.22900390625,49.56999969482422,1.1309019327163696,1.5087052583694458,1276.199951171875,0.008533588610589504,0.08601943403482437,5586.5,47651.0,6782.60009765625,2020.8499755859375,17558.0390625,3370.110107421875,19.43000030517578,1.68,0.39,1.589,0.275,2.622,7.4647619048
2015-02-03,0.7801529169082642,0.3671611249446869,227.26800537109375,53.04999923706055,1.1341726779937744,1.5028102397918701,1259.699951171875,0.008505209349095821,0.086942158639431,5666.2001953125,48964.0,6871.7998046875,2050.030029296875,17335.849609375,3414.179931640625,17.329999923706055,1.79,0.39,1.589,0.275,2.622,7.4647619048
2015-02-04,0.7762769460678101,0.37159526348114014,226.85299682617188,48.45000076293945,1.145737886428833,1.5142109394073486,1263.800048828125,0.00850007589906454,0.08792135864496231,5733.7001953125,49301.0,6860.0,2041.510009765625,17678.740234375,3415.530029296875,18.329999923706055,1.81,0.39,1.589,0.275,2.622,7.4647619048
2015-02-05,0.7760962843894958,0.3651900589466095,217.11099243164062,50.47999954223633,1.131874680519104,1.5180034637451172,1262.0,0.008526021614670753,0.08713230490684509,5765.5,49234.0,6865.89990234375,2062.52001953125,17504.619140625,3408.9599609375,16.850000381469727,1.83,0.39,1.589,0.275,2.622,7.4647619048
2015-02-06,0.7799704074859619,0.3647505044937134,222.26600646972656,51.689998626708984,1.147196888923645,1.5325905084609985,1233.9000244140625,0.008508103899657726,0.08858870714902878,5774.7001953125,48792.0,6853.39990234375,2055.469970703125,17648.5,3398.159912109375,17.290000915527344,1.95,0.39,1.589,0.275,2.622,7.4647619048
2015-02-09,0.7760962843894958,0.3597640097141266,220.11000061035156,52.86000061035156,1.1314393281936646,1.523902416229248,1240.800048828125,0.008405480533838272,0.08696938306093216,5770.10009765625,49383.0,6837.2001953125,2046.739990234375,17711.9296875,3347.75,18.549999237060547,1.96,0.39,1.589,0.275,2.622,7.4647619048
2015-02-10,0.7799095511436462,0.36149370670318604,219.83900451660156,50.02000045776367,1.1326953172683716,1.5216069221496582,1231.5999755859375,0.008434333838522434,0.08639607578516006,5757.39990234375,48510.0,6829.10009765625,2068.590087890625,17652.6796875,3383.1298828125,17.229999542236328,2.01,0.39,1.589,0.275,2.622,7.4647619048
2015-02-12,0.7722604274749756,0.34897923469543457,221.76400756835938,51.209999084472656,1.131196141242981,1.5242739915847778,1220.0999755859375,0.008321544155478477,0.08476443588733673,5707.7001953125,49533.0,6828.10009765625,2088.47998046875,17979.720703125,3417.610107421875,15.34000015258789,1.99,0.39,1.589,0.275,2.622,7.4647619048
2015-02-13,0.7756748795509338,0.35498759150505066,235.427001953125,52.779998779296875,1.140393853187561,1.5391956567764282,1226.5,0.008409297093749046,0.08543919026851654,5835.5,50636.0,6873.5,2096.989990234375,17913.359375,3447.590087890625,14.6899995803833,2.02,0.39,1.589,0.275,2.622,7.4647619048
2015-02-18,0.78118896484375,0.35389459133148193,236.3260040283203,52.13999938964844,1.1404719352722168,1.5353436470031738,1199.699951171875,0.008388699032366276,0.0856785699725151,5877.89990234375,51280.0,6898.10009765625,2099.679931640625,18199.169921875,3465.800048828125,15.449999809265137,2.07,0.39,1.589,0.275,2.622,7.4647619048
2015-02-19,0.7808229923248291,0.35285812616348267,240.2830047607422,51.15999984741211,1.1400039196014404,1.543900728225708,1207.0999755859375,0.008425380103290081,0.08629095554351807,5869.7998046875,51294.0,6888.89990234375,2097.449951171875,18264.7890625,3488.080078125,15.289999961853027,2.11,0.39,1.589,0.275,2.622,7.4647619048
2015-02-20,0.7795447707176208,0.34924736618995667,243.7790069580078,50.34000015258789,1.1366735696792603,1.5419963598251343,1204.4000244140625,0.008404209278523922,0.08570889383554459,5845.60009765625,51238.0,6915.2001953125,2110.300048828125,18332.30078125,3490.530029296875,14.300000190734863,2.13,0.39,1.589,0.275,2.622,7.4647619048
2015-02-23,0.7846214175224304,0.34914982318878174,238.89199829101562,49.45000076293945,1.1381484270095825,1.5389113426208496,1200.300048828125,0.008397998288273811,0.08608889579772949,5872.39990234375,51281.0,6912.2001953125,2109.659912109375,18466.919921875,3519.580078125,14.5600004196167,2.06,0.39,1.589,0.275,2.622,7.4647619048
2015-02-24,0.7799704074859619,0.3478623628616333,238.73500061035156,49.279998779296875,1.1332985162734985,1.5452368259429932,1196.9000244140625,0.008410216309130192,0.08601484447717667,5890.0,51874.0,6949.60009765625,2115.47998046875,18603.48046875,3547.10009765625,13.6899995803833,1.99,0.39,1.589,0.275,2.622,7.4647619048
2015-02-25,0.7833307385444641,0.3500174880027771,237.47000122070312,50.9900016784668,1.1339025497436523,1.545905590057373,1201.0,0.00841099489480257,0.0870189517736435,5908.60009765625,51811.0,6935.39990234375,2113.860107421875,18585.19921875,3541.780029296875,13.84000015258789,1.96,0.39,1.589,0.275,2.622,7.4647619048
2015-02-26,0.7883948683738708,0.3485777974128723,236.42599487304688,48.16999816894531,1.1363636255264282,1.552891492843628,1209.5999755859375,0.0084159504622221,0.08736523985862732,5877.89990234375,51761.0,6949.7001953125,2110.739990234375,18785.7890625,3574.93994140625,13.90999984741211,2.03,0.39,1.589,0.275,2.622,7.4647619048
2015-02-27,0.780579149723053,0.34423407912254333,253.8280029296875,49.7599983215332,1.1205360889434814,1.5418059825897217,1212.5999755859375,0.00837682280689478,0.08673252165317535,5898.5,51583.0,6946.7001953125,2104.5,18797.939453125,3599.0,13.34000015258789,2.0,0.39,1.589,0.275,2.622,7.4647619048
2015-03-02,0.7785736322402954,0.35250985622406006,275.6700134277344,49.59000015258789,1.1161960363388062,1.5406184196472168,1207.699951171875,0.008345434442162514,0.08558932691812515,5926.2998046875,51021.0,6940.60009765625,2117.389892578125,18826.880859375,3591.090087890625,13.039999961853027,2.08,0.39,1.589,0.275,2.622,7.4647619048
2015-03-03,0.7756748795509338,0.3456977903842926,281.7019958496094,50.52000045776367,1.1179054975509644,1.5359095335006714,1204.0,0.008319190703332424,0.08496248722076416,5902.89990234375,51304.0,6889.10009765625,2107.780029296875,18815.16015625,3549.110107421875,13.859999656677246,2.12,0.39,1.589,0.275,2.622,7.4647619048
2015-03-04,0.7820442914962769,0.34154170751571655,273.0920104980469,51.529998779296875,1.118217945098877,1.5366648435592651,1200.5999755859375,0.00835861824452877,0.08515551686286926,5871.5,50468.0,6919.2001953125,2098.530029296875,18703.599609375,3583.43994140625,14.229999542236328,2.12,0.39,1.589,0.275,2.622,7.4647619048
2015-03-05,0.7823501825332642,0.33654168248176575,276.1780090332031,50.7599983215332,1.1082050800323486,1.52650785446167,1195.9000244140625,0.008357640355825424,0.08485859632492065,5873.7001953125,50365.0,6961.10009765625,2101.0400390625,18751.83984375,3618.2099609375,14.039999961853027,2.11,0.39,1.589,0.275,2.622,7.4647619048
2015-03-06,0.7785130143165588,0.3333222270011902,272.7229919433594,49.61000061035156,1.1032048463821411,1.5247621536254883,1164.0999755859375,0.0083302091807127,0.08450585603713989,5868.60009765625,49981.0,6911.7998046875,2071.260009765625,18971.0,3617.6201171875,15.199999809265137,2.24,0.39,1.589,0.275,2.622,7.4647619048
2015-03-09,0.7722604274749756,0.3271180987358093,289.60699462890625,50.0,1.0845986604690552,1.5057746171951294,1166.4000244140625,0.008282328024506569,0.08322929590940475,5793.0,49181.0,6876.5,2079.429931640625,18790.55078125,3610.280029296875,15.0600004196167,2.2,0.39,1.589,0.275,2.622,7.4647619048
2015-03-10,0.7685213685035706,0.3202356994152069,291.760009765625,48.290000915527344,1.0833414793014526,1.5104827880859375,1160.0999755859375,0.008236689493060112,0.08257433772087097,5794.2998046875,48293.0,6702.7998046875,2044.1600341796875,18665.109375,3567.25,16.690000534057617,2.14,0.39,1.589,0.275,2.622,7.4647619048
2015-03-11,0.7641754746437073,0.32241424918174744,296.3789978027344,48.16999816894531,1.0708701610565186,1.508204698562622,1150.699951171875,0.008261867798864841,0.08096444606781006,5763.2998046875,48906.0,6721.5,2040.239990234375,18723.51953125,3649.5400390625,16.8700008392334,2.11,0.39,1.589,0.275,2.622,7.4647619048
2015-03-12,0.7605719566345215,0.3198055624961853,294.35400390625,47.04999923706055,1.0548745393753052,1.4932951927185059,1152.0999755859375,0.008236485533416271,0.0816054716706276,5816.0,48880.0,6761.10009765625,2065.949951171875,18991.109375,3641.320068359375,15.420000076293945,2.1,0.39,1.589,0.275,2.622,7.4647619048
2015-03-13,0.770653486251831,0.31614553928375244,285.3370056152344,44.84000015258789,1.0626314878463745,1.4894028902053833,1152.5999755859375,0.008242799900472164,0.0815381333231926,5788.0,48596.0,6740.60009765625,2053.39990234375,19254.25,3656.2099609375,16.0,2.13,0.39,1.589,0.275,2.622,7.4647619048
2015-03-16,0.7616146206855774,0.30816641449928284,290.5929870605469,43.880001068115234,1.0481630563735962,1.4755791425704956,1153.300048828125,0.008241101168096066,0.08036840707063675,5769.7001953125,48848.0,6804.10009765625,2081.18994140625,19246.060546875,3706.75,15.609999656677246,2.1,0.39,1.589,0.275,2.622,7.4647619048
2015-03-17,0.7644091248512268,0.3083754777908325,285.5050048828125,43.459999084472656,1.0572947263717651,1.4825797080993652,1148.300048828125,0.008239472284913063,0.08062760531902313,5811.0,50285.0,6837.60009765625,2074.280029296875,19437.0,3672.159912109375,15.65999984741211,2.06,0.39,1.589,0.275,2.622,7.4647619048
2015-03-18,0.7623113393783569,0.3080524802207947,256.29901123046875,44.65999984741211,1.0598047971725464,1.47520911693573,1151.4000244140625,0.008245382457971573,0.08097146451473236,5808.0,51526.0,6945.2001953125,2099.5,19544.48046875,3668.52001953125,13.970000267028809,1.93,0.39,1.589,0.275,2.622,7.4647619048
2015-03-19,0.7778469324111938,0.3107423484325409,260.9280090332031,43.959999084472656,1.0849988460540771,1.496199607849121,1169.0999755859375,0.008328891359269619,0.0827251672744751,5912.5,50954.0,6962.2998046875,2089.27001953125,19476.560546875,3670.72998046875,14.069999694824219,1.98,0.39,1.589,0.275,2.622,7.4647619048
2015-03-20,0.7658140659332275,0.3039144277572632,261.7489929199219,45.720001220703125,1.066894292831421,1.4761673212051392,1184.800048828125,0.00828075036406517,0.0813588872551918,5936.2998046875,51967.0,7022.5,2108.10009765625,19560.220703125,3726.070068359375,13.020000457763672,1.93,0.39,1.589,0.275,2.622,7.4647619048
2015-03-23,0.7783918380737305,0.3101159632205963,266.739990234375,47.45000076293945,1.0826611518859863,1.494321584701538,1188.0,0.008331459015607834,0.08312483131885529,5921.0,51908.0,7037.7001953125,2104.419921875,19754.359375,3699.0400390625,13.40999984741211,1.92,0.39,1.589,0.275,2.622,7.4647619048
2015-03-24,0.7875256538391113,0.3196624517440796,245.59500122070312,47.5099983215332,1.094499111175537,1.4951928853988647,1191.699951171875,0.008350730873644352,0.08398844301700592,5934.5,51506.0,7019.7001953125,2091.5,19713.44921875,3731.35009765625,13.619999885559082,1.88,0.39,1.589,0.275,2.622,7.4647619048
2015-03-25,0.7862871289253235,0.31885722279548645,246.19700622558594,49.209999084472656,1.0902034044265747,1.4833933115005493,1197.300048828125,0.008347872644662857,0.08463674038648605,5937.10009765625,51858.0,6991.0,2061.050048828125,19746.19921875,3684.0400390625,15.4399995803833,1.93,0.39,1.589,0.275,2.622,7.4647619048
2015-03-26,0.7830240726470947,0.31276389956474304,248.53199768066406,51.43000030517578,1.0960465669631958,1.4877409934997559,1205.0999755859375,0.008366940543055534,0.08445233106613159,5849.7001953125,50580.0,6895.2998046875,2056.14990234375,19471.119140625,3669.7900390625,15.800000190734863,2.01,0.39,1.589,0.275,2.622,7.4647619048
2015-03-27,0.783392071723938,0.3145148456096649,247.0290069580078,48.869998931884766,1.0886367559432983,1.4858399629592896,1199.800048828125,0.008390458300709724,0.08350661396980286,5888.89990234375,50095.0,6855.0,2061.02001953125,19285.630859375,3679.030029296875,15.069999694824219,1.95,0.39,1.589,0.275,2.622,7.4647619048
2015-03-30,0.773455023765564,0.30852770805358887,247.5260009765625,48.68000030517578,1.0884946584701538,1.4885826110839844,1184.800048828125,0.008385743945837021,0.08305869251489639,5816.2998046875,51243.0,6891.39990234375,2086.239990234375,19411.400390625,3727.800048828125,14.510000228881836,1.96,0.39,1.589,0.275,2.622,7.4647619048
2015-03-31,0.7658140659332275,0.30998140573501587,244.2239990234375,47.599998474121094,1.0830246210098267,1.4809110164642334,1183.0999755859375,0.008332430385053158,0.082404226064682,5861.89990234375,51150.0,6773.0,2067.889892578125,19206.990234375,3697.3798828125,15.289999961853027,1.94,0.39,1.589,0.275,2.622,7.4647619048
